umur,ratio_skor_kredit_jumlah_pinjaman,pekerjaan_Kontrak,pekerjaan_Freelance,bins_jumlah_pinjaman,bins_skor_kredit,bins_pendapatan,bins_umur,ratio_pendapatan_jumlah_pinjaman,pendapatan,ratio_pendapatan_skor_kredit,ratio_umur_jumlah_pinjaman,ratio_umur_skor_kredit,ratio_umur_pendapatan,jumlah_pinjaman,skor_kredit,pekerjaan_Tetap,disetujui_encoded
0.8461538461538461,0.07214155688029392,False,True,0.75,0.0,0.5,1.0,0.13649133024665958,0.5882536298651351,0.5771345530932207,0.17181508982413976,0.7929716907999386,0.16462536318139853,0.6617438732357421,0.14899713467048703,False,0
0.3589743589743589,0.6436439175132903,True,False,0.0,0.75,0.5,0.25,0.3625504616045063,0.44297278611339796,0.3288059151758198,0.3789351365192267,0.2701186265668628,0.12030146646318687,0.09156462701740894,0.5787965616045843,False,1
0.9487179487179488,0.2359206039428253,False,True,0.25,0.0,0.75,1.0,0.34868811675377853,0.7084850928795243,0.7668543118342745,0.432766623368401,0.9909076118167622,0.14879579245658042,0.23730871691243724,0.0,False,1
0.8717948717948717,0.29647891650220826,False,False,0.5,1.0,0.75,1.0,0.26016308646502273,0.7880575628878257,0.4716376878062427,0.2667728922209963,0.45540086061998253,0.1221281575579238,0.42547552241828424,0.9255014326647562,True,1
0.717948717948718,0.5046529480578014,False,False,0.25,1.0,0.0,0.75,0.04711108628851822,0.0023725860852335523,0.0,0.3699320873563301,0.37350028809222136,0.7949532664775381,0.22200414341619903,0.9340974212034383,True,0
0.9487179487179488,0.061449182704190336,True,False,1.0,0.5,0.5,1.0,0.08748393047536013,0.5245385231644863,0.40512702334857653,0.1319200145453753,0.6621331896819415,0.2025597000883785,0.9137390844247059,0.5042979942693409,False,0
0.5128205128205129,0.07702042156557176,False,True,1.0,0.5,0.25,0.5,0.03286438174610985,0.16995874529631125,0.15361873698065073,0.08842226119128413,0.40692491674539,0.3131014189320476,0.8047194735755264,0.4498567335243553,False,0
0.6153846153846153,0.12196130013437859,True,False,0.75,0.25,0.5,0.5,0.13775788808874237,0.510104357830545,0.4525516367786271,0.15617448143119342,0.5361024886899337,0.14867632626577534,0.5668033846787857,0.303724928366762,False,0
0.6666666666666666,0.23895154780294617,True,False,0.25,0.25,0.75,0.75,0.2914012883951538,0.7278356102594984,0.6298305359841858,0.2695413117331734,0.5720960700320933,0.10627611070581824,0.32818678301700244,0.303724928366762,False,0
0.46153846153846156,0.21946407755571481,False,True,0.25,0.0,1.0,0.5,0.418798683951924,0.9757257033479871,0.9743121304716994,0.23813578175629066,0.5346682093575137,0.04950425237227348,0.28213729559446543,0.0744985673352434,False,1
0.07692307692307698,0.008993564363492607,False,True,1.0,0.0,1.0,0.0,0.1471708048733071,0.8869087537580436,0.9222999425883299,0.01338664310502026,0.23931392707508192,0.014120602967591996,0.9305716493618071,0.02865329512893977,False,1
0.8205128205128206,0.05397164505375876,False,True,1.0,0.25,1.0,0.75,0.16222214972594104,0.9302959555040784,0.7535149445473894,0.11934446456339548,0.6365845699367958,0.0935240763211882,0.8856524444770527,0.38681948424068757,False,0
0.4358974358974359,0.7939058223257195,False,False,0.0,1.0,0.25,0.5,0.2605678867682124,0.2519912186610115,0.1643237884104867,0.45222572665033045,0.2577628798346552,0.22072506494252217,0.07112605581604756,0.8022922636103149,True,0
0.2564102564102564,0.9194723488817999,True,False,0.0,0.75,0.0,0.25,0.15449601332613436,0.04406384561367188,0.045524270448455834,0.45695238548812556,0.1992156376222211,0.3811410058635673,0.01676698312022587,0.6160458452722062,False,1
0.0,0.16096056490064145,False,True,0.5,0.0,0.25,0.0,0.07652593033385278,0.17677346094172156,0.2059809766074596,0.062219677162485,0.13663168610181592,0.1290987351251305,0.4131290052132677,0.1661891117478509,False,1
0.8717948717948717,0.17077304681593422,False,False,0.75,1.0,0.0,1.0,0.01574506706837754,0.04924893355939608,0.028178570299304567,0.1704237086768923,0.45363535468262506,0.7023868349400721,0.6831292641742452,0.9312320916905441,True,0
0.3589743589743589,0.0492172788177232,True,False,1.0,0.5,0.5,0.25,0.06529723607666486,0.4195349955268647,0.33768915739692296,0.047740226058691146,0.30293139990475226,0.12723794947053568,0.9605676246174671,0.4641833810888252,False,0
0.46153846153846156,0.08455791634095511,True,False,0.75,0.25,0.5,0.5,0.07630249305799407,0.3677676428890706,0.3104613677922031,0.08898677208036068,0.38677097912153224,0.1676766338462213,0.7516160472987257,0.41260744985673337,False,0
0.8205128205128206,0.17937237862481406,False,False,0.5,0.75,0.0,0.75,0.014860550557825238,0.014178515499117555,0.022168198948611884,0.19874686814152856,0.518278033907633,0.8079984618746936,0.5589697846886492,0.6590257879656161,True,0
0.46153846153846156,0.17242959995243026,True,False,0.5,0.75,0.5,0.5,0.13031439967886885,0.4651209509018509,0.34245421237689444,0.13080991320166432,0.3297002024806802,0.13373848286626583,0.5489727958958193,0.5873925501432664,False,1
0.0,0.10659928657985618,True,False,0.75,0.5,0.5,0.0,0.08849148217634016,0.40657419141529383,0.3158796565434856,0.019591810122525574,0.06261800920139349,0.05612564219307666,0.7169682852295572,0.5186246418338107,False,1
0.3589743589743589,0.22292752877396735,True,False,0.5,0.25,0.25,0.25,0.13863795896598383,0.330237103579917,0.3000514518517001,0.16924180765704092,0.3469316776586975,0.15952366980295604,0.36022704936029437,0.32951289398280803,False,0
0.15384615384615385,0.28839516481526584,False,True,0.25,0.5,0.25,0.0,0.1126723780489925,0.22073002440197417,0.18594528474592384,0.1300224539980342,0.16581382698363356,0.15586797330830585,0.3167204897895053,0.487106017191977,False,0
0.05128205128205132,0.18723001500214118,True,False,0.5,0.75,0.75,0.0,0.224122430845319,0.7909589556754352,0.5686356100432994,0.05431952715526611,0.08112430193618098,0.01788536650072469,0.5169199566624646,0.5931232091690544,False,1
0.3076923076923077,0.13271917446982903,False,False,1.0,1.0,0.5,0.25,0.08158985298243451,0.4304046818403322,0.2540459655095637,0.056862683977752154,0.16005402513682998,0.11363410007686986,0.8128406885652749,0.9455587392550142,True,1
0.9999999999999999,0.12912272461705346,False,False,0.75,0.75,0.25,1.0,0.04710165452016836,0.19698895542019798,0.14892894655529051,0.19010822106664813,0.6340628589632628,0.4454872777116203,0.6900958620002831,0.63323782234957,True,0
0.33333333333333337,0.19308590737245238,False,True,0.25,0.0,0.0,0.25,0.061104713961559975,0.0948715534945069,0.13619079037855145,0.167793724350437,0.39788843809305163,0.33422946202000825,0.3472737685366224,0.14899713467048703,False,0
0.7692307692307693,0.16039553178676627,True,False,0.75,0.75,0.25,0.75,0.10140728377324332,0.3632320835414381,0.2776842784959951,0.1864509978695056,0.5290230595066415,0.23915820254297085,0.5657033784714282,0.5530085959885387,False,1
0.4871794871794871,0.5234152235165694,True,False,0.0,0.5,0.0,0.5,0.10424411834627753,0.07201962956887134,0.07133394109340932,0.3728868424419596,0.3595252816707887,0.4451762370849241,0.13979196206621172,0.5415472779369628,False,0
0.7435897435897435,0.7461840879838689,True,False,0.0,0.25,0.75,0.75,0.7115679023866806,0.7248107251029805,0.6189837178550822,0.7584657225670206,0.6158276851481372,0.11725643814020026,0.02241648959677503,0.3237822349570201,False,0
0.07692307692307698,0.032652445486793746,True,False,1.0,0.25,0.75,0.0,0.11874885686124295,0.7415038871212549,0.6434353529921042,0.011422185790472161,0.15959772914636888,0.025307882970173938,0.9587761702932255,0.29799426934097406,False,0
0.2564102564102564,0.11260974967837759,True,False,0.75,0.5,1.0,0.25,0.20277595228786047,0.9067209380751495,0.6936014810240188,0.06709674519861683,0.2324436350350032,0.033094211573997785,0.6778227339712939,0.48137535816618904,False,0
0.46153846153846156,0.22639598442402567,False,True,0.5,0.75,0.5,0.5,0.18270487855900056,0.5386595071351769,0.3996869179731196,0.16750770919138433,0.3366165726123632,0.11421216452917557,0.43039553764608196,0.5644699140401146,False,1
0.28205128205128205,0.12002792039375251,False,False,1.0,1.0,0.25,0.25,0.049028094307155864,0.28972818769613995,0.16415751475597204,0.04490840624729672,0.13750533436787737,0.1580979718626257,0.8868602327984155,1.0,True,0
0.9743589743589743,0.3329298657742322,True,False,0.25,0.75,0.0,1.0,0.04189355058340151,0.018829609473509284,0.029450123758603425,0.38404178950229884,0.635300595802176,0.8831832030440026,0.29438148569745537,0.5959885386819486,False,0
0.6153846153846153,0.04254489208868212,False,True,1.0,0.25,0.5,0.5,0.0793802281809845,0.5143308620515966,0.41949266845992417,0.07880221936274809,0.48369272849218214,0.14742352904391146,0.9770474185940349,0.4240687679083093,False,1
0.6923076923076924,0.28771914487435823,False,True,0.25,0.0,0.75,0.75,0.343166907316209,0.6688903742030984,0.6505727335636774,0.35949851021962176,0.6761644682605111,0.12131904136056532,0.22352043395776186,0.14613180515759305,False,0
0.10256410256410253,0.2126679403888114,False,False,0.5,0.75,0.25,0.0,0.07089942526914617,0.19364080909370687,0.14663706484337882,0.0724449856126422,0.10450355452131005,0.15445421619356475,0.4781651586600373,0.63323782234957,True,0
0.1282051282051282,0.5168477419309063,False,False,0.0,1.0,0.0,0.0,0.10635911391077385,0.12118951622291838,0.0758991652572979,0.175125484396033,0.07907343069132022,0.21599700636155753,0.2026243717889574,0.8710601719197708,True,0
0.0,0.45554506024583785,False,True,0.0,0.0,0.25,0.0,0.28430719322867903,0.3240079009179756,0.3526359943609334,0.1980614173293512,0.15185932163467197,0.0746606408370458,0.09387033282407045,0.10888252148997135,False,0
0.5384615384615384,0.31012669732383524,False,True,0.0,0.0,0.5,0.5,0.2523896122706216,0.4074557913529523,0.4393063978290467,0.342613080898455,0.5935629413240617,0.1685663698130787,0.18468527085320788,0.08022922636103136,False,0
0.5128205128205129,0.1841816028742362,False,True,0.5,0.5,0.25,0.5,0.11688994895791632,0.3564995978982365,0.29070018635345407,0.16288014566210093,0.40179159843276524,0.18414898159528953,0.47691022200093935,0.4641833810888252,False,1
0.6923076923076924,0.29707671087360277,True,False,0.25,0.75,1.0,0.75,0.3761253015485987,0.970130997993411,0.6994103550297254,0.2749233609370968,0.47212812185205566,0.07463889310867325,0.33103030433552383,0.5787965616045843,False,1
0.07692307692307698,0.0897180842245878,False,False,1.0,0.75,0.0,0.0,0.018475336136166996,0.10155187171695243,0.08574714177156326,0.021160412504315995,0.09344193159539166,0.21267915400691464,0.8311229482843167,0.6103151862464182,True,0
0.5897435897435898,0.05954884821542317,True,False,1.0,0.25,1.0,0.5,0.14935398508197023,0.805167003239862,0.6747406601656908,0.09576790006463792,0.5002538090439986,0.08388360034885836,0.8302501463677051,0.3438395415472779,False,1
0.923076923076923,0.09596379251386944,False,False,1.0,1.0,0.0,1.0,0.012267110145422977,0.10642059520256611,0.05816140112236845,0.11550696187175699,0.46139562210254703,0.5720778773493411,0.9932173719459766,0.9914040114613178,True,0
0.10256410256410253,0.5830878826029052,True,False,0.0,0.75,0.25,0.0,0.2854017784049404,0.361348810179025,0.27304856095178676,0.2278646144632319,0.11639162053939461,0.08885768246427661,0.11552299907068089,0.5702005730659025,False,1
0.717948717948718,0.18063604251721557,False,True,0.5,0.0,0.5,0.75,0.16580411160143432,0.43875636169906873,0.42613952888753126,0.24899426605463418,0.6636874425192348,0.1927764571836728,0.3877260283706453,0.20057306590257862,False,0
0.8205128205128206,0.05840942487031911,True,False,1.0,0.5,0.75,0.75,0.106183901525918,0.6417406211082588,0.4933520823918136,0.11275360351096247,0.5852598946624231,0.14636338341036556,0.9256551220970591,0.4957020057306589,False,1
0.0,0.17207781803293468,False,False,0.75,1.0,1.0,0.0,0.22052482840955304,0.9860720649592258,0.5912530405998357,0.02362050523749548,0.004989424511093354,0.0,0.6761821543278047,0.9226361031518624,True,1
0.7692307692307693,0.4355845649754322,False,True,0.0,0.0,0.5,0.75,0.40835006444801425,0.5401405313685058,0.5545020168011033,0.560382123350307,0.7656622980521958,0.16632597184930348,0.10267642558170251,0.10028653295128942,False,0
0.9999999999999999,0.07487697441237554,True,False,1.0,0.5,1.0,1.0,0.173349037796674,0.965945343515392,0.7152040524487624,0.14919297125036968,0.6803125798752236,0.10806254180088665,0.8599982329005805,0.5329512893982806,False,1
0.28205128205128205,0.2198768088510019,False,True,0.5,0.25,0.5,0.25,0.19025563902307696,0.5218273498873626,0.42684967668398466,0.1367654049394606,0.26654004913284857,0.08691396604921259,0.3941128942916625,0.4183381088825213,False,0
0.20512820512820518,0.3851317224153258,False,True,0.0,0.0,0.5,0.25,0.2966150441309807,0.41520486381915855,0.434245104416501,0.2550547190985779,0.3118245539313018,0.09682502508078428,0.13601096956267575,0.1146131805157593,False,1
0.6410256410256411,0.287314978330531,False,False,0.5,0.75,0.5,0.75,0.1586704801378215,0.41110756975211515,0.2794000767286524,0.23238431656811967,0.3944734897651331,0.18848790645382196,0.38211276020787366,0.7191977077363898,True,1
0.3589743589743589,0.7166609466450692,False,True,0.0,0.75,0.25,0.25,0.22425072690378964,0.18799034059784805,0.15213784856078746,0.4253425839133961,0.2755886007429097,0.24345590894844607,0.06295933507581422,0.5587392550143266,False,0
0.8974358974358975,0.18415330716453357,False,False,0.5,0.75,0.75,1.0,0.18736393697623782,0.6900996433104183,0.477552831003188,0.21725671579693243,0.5608265926541592,0.14591062190868767,0.5497808677074626,0.664756446991404,True,1
0.28205128205128205,0.3908402948063513,False,False,0.25,0.75,1.0,0.25,0.4446013843487523,0.9896373692270337,0.6689167156426881,0.19432540808609763,0.19673097577943743,0.029412658370787194,0.2610781103165247,0.6934097421203438,True,1
0.0,0.16639206443669377,False,False,0.75,0.75,0.75,0.0,0.16107070285250297,0.6372407242347025,0.4374477335938022,0.03221376488158205,0.03667328289493499,0.024230339024622828,0.6001198804788624,0.6819484240687679,True,1
0.7435897435897435,0.14867412948479067,False,True,0.5,0.0,0.5,0.75,0.17272919436825693,0.46560041960290155,0.5052213021187806,0.2527514079280804,0.7786603899311727,0.18725733717614024,0.3928071388220852,0.05157593123209159,False,1
0.07692307692307698,0.7088968363583239,True,False,0.0,0.25,1.0,0.0,0.7504327821217951,0.837738218695377,0.6903772465133243,0.3028957692503925,0.1430628806635062,0.017545436504463156,0.03869708438126848,0.36676217765042973,False,0
0.6153846153846153,0.5114065622545875,True,False,0.0,0.75,1.0,0.5,0.5200022104056624,0.8817231352961763,0.6257756719999713,0.40270461686541936,0.41473757681143353,0.07669796623915531,0.15874139611277469,0.6103151862464182,False,1
0.28205128205128205,0.5930368193981402,True,False,0.0,0.25,0.25,0.25,0.2730560739534019,0.2661761003538483,0.25334754389721037,0.37408436042475735,0.3011970104568924,0.16947520862598991,0.06853920396449989,0.306590257879656,False,0
0.7435897435897435,0.0877843850175816,False,False,1.0,1.0,0.75,0.75,0.10419827161979733,0.6099827458466333,0.4094156402889061,0.10686376579599685,0.4516155630295525,0.1425870792506957,0.8973511333821608,0.7220630372492836,True,1
0.4871794871794871,0.024342518600547536,False,True,1.0,0.0,0.5,0.5,0.08970034507577378,0.5280483000759639,0.530253284178463,0.07164201410564158,0.5250806881875357,0.12122573077305834,0.8990036167134997,0.13180515759312317,False,0
0.717948717948718,0.2002093041964267,True,False,0.5,0.25,0.0,0.75,0.02916231709426531,0.025494660620275944,0.0504085228469944,0.23378856650339944,0.5678798407711013,0.6983717731618657,0.41795594049689155,0.38681948424068757,False,1
0.6923076923076924,0.15428469260320796,True,False,0.5,0.25,0.25,0.75,0.08629522668445995,0.24950987676640504,0.2415248018364113,0.20119549205467505,0.592948549801394,0.2957514987528811,0.4798232186764847,0.29799426934097406,False,0
0.5897435897435898,0.5340259255535943,False,False,0.0,1.0,0.25,0.5,0.13131692262461045,0.16995485484459386,0.10321431445776708,0.3491172493992388,0.3160116756609127,0.3401611632985485,0.19711858155736697,0.8997134670487106,True,0
0.20512820512820518,0.0974848491220536,False,False,1.0,0.75,1.0,0.25,0.1529583214920824,0.8093253066633829,0.5643618749917986,0.04153429337431992,0.16260710984536214,0.035582912116463396,0.8144179981813516,0.644699140401146,True,1
0.5128205128205129,0.19057759872855054,False,False,0.75,1.0,0.5,0.5,0.12512161066773966,0.5018197587908145,0.3044609758938446,0.12345482987847164,0.2758004415357148,0.13270324147302454,0.6187576488038548,0.8997134670487106,True,1
0.564102564102564,0.8268313051520585,False,True,0.0,0.25,0.0,0.5,0.20906124768884943,0.09474888637293247,0.10900213205350207,0.6972245231231395,0.4814466404943233,0.4379207706458919,0.005681242884530008,0.3467048710601719,False,0
0.46153846153846156,0.33420697857110104,True,False,0.25,0.75,0.75,0.5,0.27778859962577673,0.626553122850857,0.45786714638028225,0.23409822644044218,0.3322753943469221,0.09555470197145907,0.2887457485634104,0.5787965616045843,False,1
0.28205128205128205,0.05246891543888349,True,False,1.0,0.25,0.75,0.25,0.12300444976436084,0.7304440402435398,0.5862061600155866,0.042259262534215955,0.26654004913284857,0.053958588803092934,0.9132289292709838,0.4183381088825213,False,1
0.07692307692307698,0.06315818671833831,False,True,0.75,0.0,0.0,0.0,0.01898910913983394,0.05936634798168963,0.11284663534661263,0.03805629368851246,0.2190612816046712,0.26046863459444675,0.6651574940031877,0.08882521489971351,False,0
0.7948717948717948,0.3581739695634014,False,True,0.0,0.0,0.5,0.75,0.3223507189790973,0.5731519573304686,0.5079446964977534,0.4253002520859288,0.6682878715791747,0.16071161418687566,0.19686416304329155,0.2922636103151861,False,0
0.8974358974358975,0.12235387117460975,False,False,1.0,1.0,0.75,1.0,0.11339657750494558,0.6085277758505632,0.3721155666458472,0.14135333589499238,0.48149000539423725,0.16690866786152206,0.8259412344335201,0.8853868194842405,True,1
0.17948717948717952,0.20187492229505047,True,False,0.5,0.25,0.25,0.0,0.12356756942953903,0.3428083909498425,0.2870489736467936,0.10094482681291084,0.19537797328531908,0.11211661829569664,0.430699984095294,0.4326647564469914,False,0
0.3589743589743589,0.35258713207328674,True,False,0.25,0.5,0.0,0.25,0.09563094238213196,0.1262715661443696,0.11805651603894829,0.22918998625485557,0.3003337220155028,0.3042538361487644,0.24474651421185753,0.4727793696275071,False,0
0.8717948717948717,0.29442630724661567,False,False,0.5,0.75,0.0,1.0,0.05874964678826333,0.09745964702638923,0.07496950244675352,0.3005643141501628,0.5327205414497309,0.569725162173865,0.36700160643005175,0.6991404011461317,True,0
0.6923076923076924,0.254073579602198,True,False,0.25,0.25,1.0,0.75,0.3580999293700112,0.8861251814144162,0.7474368528400345,0.28571193051193955,0.5788558401865964,0.08499991859265946,0.3144569234434087,0.32664756446991405,False,0
0.41025641025641024,0.16992670430269788,True,False,0.5,0.5,1.0,0.25,0.25061791530830324,0.8732307507669936,0.6794543880695573,0.13216187825593673,0.338655880736466,0.05387630591480707,0.505039447543966,0.45558739255014324,False,0
0.8717948717948717,0.10223903057490943,False,True,0.5,0.0,0.75,1.0,0.17664248914858938,0.6200065536427566,0.6350753331888234,0.22197085059030366,0.8577400470111146,0.15975961023920182,0.5240007244418138,0.08595988538681931,False,0
0.9487179487179488,0.042849809473715805,False,True,1.0,0.0,0.25,1.0,0.03948298091065529,0.22059680590377226,0.23254148608653755,0.14452646281755172,0.8205388124050478,0.4000277134018387,0.8469887796487251,0.22349570200573066,False,0
0.33333333333333337,0.5685973138245592,True,False,0.0,0.0,0.5,0.25,0.4629175190761795,0.560070843946849,0.4972232751342075,0.3898953119601336,0.3421967689718487,0.08798709853415965,0.07580205558235406,0.2922636103151861,False,0
0.7435897435897435,0.15878346289681536,False,False,0.75,1.0,0.75,0.75,0.17874820202267896,0.7979290536045889,0.5019885451177336,0.1496787436790677,0.41676852273568155,0.10423185141596564,0.6792298228790056,0.8309455587392551,True,1
0.9999999999999999,0.2573886187306377,False,True,0.25,0.0,0.25,1.0,0.14382622433119796,0.2219743794891613,0.276186010027881,0.464501155948442,0.9989519885704224,0.4141498170485007,0.22509496537071197,0.04011461318051568,False,1
0.02564102564102566,0.10582233509246672,True,False,0.75,0.25,1.0,0.0,0.19820992453092728,0.8150844720223764,0.6995389917437154,0.03464619897011932,0.1215251035926585,0.012913067886849407,0.618685760263093,0.306590257879656,False,1
0.5128205128205129,0.8409744216694757,True,False,0.0,0.75,0.5,0.5,0.42325483718773693,0.3871906051957218,0.29474610466518447,0.5954431634569272,0.3716159710722695,0.17108174441274304,0.027454081625514076,0.5530085959885387,False,1
0.15384615384615385,0.12292785344792415,False,True,0.5,0.0,1.0,0.0,0.2853715997605699,0.9893546630689025,0.931844392862678,0.07957348940005651,0.2576872730108509,0.015982242753776472,0.49744102143456714,0.15472779369627498,False,0
0.17948717948717952,0.678351519222821,False,False,0.0,1.0,1.0,0.0,0.6792109299793467,0.9732319237971327,0.6448317996718699,0.2791019903807269,0.13084142468932242,0.019727078668419586,0.10067905976440147,0.7306590257879657,True,1
0.7692307692307693,0.05898032941380904,False,True,1.0,0.25,0.5,0.75,0.08739571335108638,0.4853439904988095,0.41101436720294415,0.11802272226034241,0.6077764160935853,0.18473494878208074,0.8517079530971986,0.37535816618911166,False,1
0.3589743589743589,0.11484671498863061,True,False,0.75,0.75,0.25,0.25,0.048267554686298536,0.21012465302033742,0.16706480591010606,0.07948848790493404,0.2740145557794381,0.22635788024178663,0.7083695437636852,0.5644699140401146,False,1
0.05128205128205132,0.1967636026036391,False,False,0.75,1.0,0.0,0.0,0.027804671128018488,0.07917534920193572,0.04854881142657397,0.041573900218574086,0.035291428244043355,0.22388137508500391,0.6016262952180695,0.8939828080229226,True,1
0.3076923076923077,0.18494385686770817,True,False,0.5,0.25,0.25,0.25,0.06914218650332012,0.1710346320348872,0.16350527579632199,0.12613798024164535,0.2930609241083234,0.2400375605152191,0.4472918390242593,0.38681948424068757,False,0
0.0,0.10361094817661273,False,False,1.0,0.75,1.0,0.0,0.19163639271315208,0.9557399813057901,0.6836623763069881,0.015355963070817658,0.05026539815836911,0.0015152215500543534,0.7640929980987153,0.5931232091690544,True,1
